상품주문번호,주문번호,결제일,주문상태,상품명,옵션정보,수량,상품가격,옵션가격,판매가,구매자명,배송지,결제수단
20260422-0003071,20260422-0003071,2026-04-22 16:32:49,배송완료,마루는 강쥐 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자4482,인천광역시,휴대폰
20260422-0003072,20260422-0003072,2026-04-22 21:09:36,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자4586,인천광역시,신용카드
20260422-0003073,20260422-0003073,2026-04-22 16:28:47,배송완료,가비지타임 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자4144,대구광역시,네이버페이
20260422-0003074,20260422-0003074,2026-04-22 21:59:38,배송완료,가비지타임 머그컵,색상/타입:블랙,1,18000,0,18000,구매자4114,서울특별시,네이버페이
20260422-0003075,20260422-0003075,2026-04-22 17:14:50,배송중,외모지상주의 포토카드 세트,색상/타입:1탄,5,9800,0,49000,구매자7669,경상남도,네이버페이
20260422-0003076,20260422-0003076,2026-04-22 12:53:56,배송완료,마루는 강쥐 키링,색상/타입:그린,2,13500,0,27000,구매자4254,경기도,신용카드
20260422-0003077,20260422-0003077,2026-04-22 09:28:30,결제완료,가비지타임 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자6165,부산광역시,네이버페이
20260422-0003078,20260422-0003078,2026-04-22 12:49:18,배송완료,마루는 강쥐 티셔츠,색상/타입:M,1,32000,0,32000,구매자1462,전라북도,신용카드
20260422-0003079,20260422-0003079,2026-04-22 21:01:26,결제완료,가비지타임 아크릴 스탠드,색상/타입:B타입,5,15000,0,75000,구매자8741,전라북도,신용카드
20260422-0003080,20260422-0003080,2026-04-22 18:40:09,배송완료,냐한 남자 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자1749,대구광역시,네이버페이
20260423-0003081,20260423-0003081,2026-04-23 23:46:33,배송완료,외모지상주의 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자1794,경기도,네이버페이
20260423-0003082,20260423-0003082,2026-04-23 19:30:54,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:A타입,1,15000,0,15000,구매자6436,대전광역시,네이버페이
20260423-0003083,20260423-0003083,2026-04-23 20:09:36,배송완료,냐한 남자 봉제 인형,색상/타입:M,1,39000,0,39000,구매자4960,충청남도,네이버페이
20260423-0003084,20260423-0003084,2026-04-23 18:05:18,취소,가비지타임 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자5639,충청남도,신용카드
20260423-0003085,20260423-0003085,2026-04-23 10:02:59,배송중,가비지타임 봉제 인형,색상/타입:L,1,39000,0,39000,구매자1819,광주광역시,계좌이체
20260423-0003086,20260423-0003086,2026-04-23 19:43:50,배송중,가비지타임 봉제 인형,색상/타입:L,1,39000,0,39000,구매자5220,충청남도,신용카드
20260423-0003087,20260423-0003087,2026-04-23 20:48:32,취소,가비지타임 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자2942,충청남도,신용카드
20260423-0003088,20260423-0003088,2026-04-23 11:10:07,결제완료,냐한 남자 2026 다이어리,색상/타입:데일리,2,19000,0,38000,구매자3356,전라북도,네이버페이
20260423-0003089,20260423-0003089,2026-04-23 15:22:29,배송완료,마루는 강쥐 키링,색상/타입:옐로우,1,13500,0,13500,구매자4322,서울특별시,신용카드
20260423-0003090,20260423-0003090,2026-04-23 13:08:44,취소,가비지타임 포토카드 세트,색상/타입:3탄,2,9800,0,19600,구매자9858,경기도,네이버페이
20260423-0003091,20260423-0003091,2026-04-23 22:58:17,배송완료,외모지상주의 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자9123,대전광역시,휴대폰
20260423-0003092,20260423-0003092,2026-04-23 00:28:52,배송완료,냐한 남자 스티커팩,색상/타입:레어,1,6500,0,6500,구매자5836,충청남도,신용카드
20260423-0003093,20260423-0003093,2026-04-23 10:43:25,배송완료,마루는 강쥐 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자3990,경기도,네이버페이
20260423-0003094,20260423-0003094,2026-04-23 18:35:46,배송완료,마루는 강쥐 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자9430,인천광역시,네이버페이
20260423-0003095,20260423-0003095,2026-04-23 11:36:31,배송중,가비지타임 파우치,색상/타입:베이지,3,22000,0,66000,구매자8957,대구광역시,휴대폰
20260423-0003096,20260423-0003096,2026-04-23 15:45:21,배송중,가비지타임 머그컵,색상/타입:화이트,5,18000,0,90000,구매자7888,광주광역시,신용카드
20260423-0003097,20260423-0003097,2026-04-23 18:51:01,배송완료,마루는 강쥐 파우치,색상/타입:핑크,1,22000,0,22000,구매자1702,충청남도,계좌이체
20260423-0003098,20260423-0003098,2026-04-23 14:13:06,배송완료,가비지타임 머그컵,색상/타입:화이트,1,18000,0,18000,구매자6301,인천광역시,신용카드
20260423-0003099,20260423-0003099,2026-04-23 18:17:42,결제완료,냐한 남자 봉제 인형,색상/타입:L,1,39000,0,39000,구매자5144,경기도,휴대폰
20260423-0003100,20260423-0003100,2026-04-23 20:39:29,배송완료,가비지타임 파우치,색상/타입:네이비,1,22000,0,22000,구매자6571,전라북도,신용카드
20260423-0003101,20260423-0003101,2026-04-23 15:44:23,배송완료,마루는 강쥐 티셔츠,색상/타입:M,1,32000,0,32000,구매자3449,전라북도,신용카드
20260423-0003102,20260423-0003102,2026-04-23 18:41:10,배송중,마루는 강쥐 키링,색상/타입:핑크,1,13500,0,13500,구매자7695,대구광역시,신용카드
20260423-0003103,20260423-0003103,2026-04-23 19:45:04,결제완료,외모지상주의 키링,색상/타입:옐로우,1,12000,0,12000,구매자9051,경상남도,신용카드
20260423-0003104,20260423-0003104,2026-04-23 20:48:49,배송완료,마루는 강쥐 스티커팩,색상/타입:레어,4,6500,0,26000,구매자7411,전라북도,신용카드
20260423-0003105,20260423-0003105,2026-04-23 18:06:13,결제완료,냐한 남자 티셔츠,색상/타입:S,1,32000,0,32000,구매자2521,충청남도,네이버페이
20260423-0003106,20260423-0003106,2026-04-23 12:02:07,결제완료,가비지타임 키링,색상/타입:퍼플,2,12000,0,24000,구매자8246,충청남도,신용카드
20260423-0003107,20260423-0003107,2026-04-23 12:54:00,배송완료,냐한 남자 머그컵,색상/타입:화이트,2,18000,0,36000,구매자1170,충청남도,네이버페이
20260423-0003108,20260423-0003108,2026-04-23 12:45:28,배송완료,가비지타임 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자7726,부산광역시,네이버페이
20260423-0003109,20260423-0003109,2026-04-23 11:22:15,배송완료,가비지타임 파우치,색상/타입:핑크,1,22000,0,22000,구매자7891,서울특별시,신용카드
20260423-0003110,20260423-0003110,2026-04-23 17:00:50,배송완료,마루는 강쥐 봉제 인형,색상/타입:M,2,45000,0,90000,구매자2280,경기도,신용카드
20260423-0003111,20260423-0003111,2026-04-23 15:06:59,배송완료,마루는 강쥐 스티커팩,색상/타입:기본,3,6500,0,19500,구매자8296,인천광역시,신용카드
20260423-0003112,20260423-0003112,2026-04-23 09:42:44,배송완료,마루는 강쥐 티셔츠,색상/타입:XL,2,32000,0,64000,구매자5594,부산광역시,네이버페이
20260423-0003113,20260423-0003113,2026-04-23 16:11:46,발송준비,신의 탑 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자2920,충청남도,신용카드
20260423-0003114,20260423-0003114,2026-04-23 10:32:34,배송완료,마루는 강쥐 티셔츠,색상/타입:L,1,32000,0,32000,구매자5997,부산광역시,휴대폰
20260423-0003115,20260423-0003115,2026-04-23 15:03:55,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자2239,부산광역시,신용카드
20260423-0003116,20260423-0003116,2026-04-23 07:41:04,배송완료,외모지상주의 2026 다이어리,색상/타입:위클리,2,19000,0,38000,구매자9712,인천광역시,네이버페이
20260423-0003117,20260423-0003117,2026-04-23 12:38:47,배송중,냐한 남자 머그컵,색상/타입:블랙,1,18000,0,18000,구매자7298,대전광역시,네이버페이
20260423-0003118,20260423-0003118,2026-04-23 19:11:52,결제완료,가비지타임 스티커팩,색상/타입:기본,3,6500,0,19500,구매자8909,대구광역시,신용카드
20260423-0003119,20260423-0003119,2026-04-23 11:50:54,발송준비,마루는 강쥐 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자1635,충청남도,신용카드
20260423-0003120,20260423-0003120,2026-04-23 16:49:09,결제완료,마루는 강쥐 파우치,색상/타입:베이지,3,22000,0,66000,구매자1763,전라북도,계좌이체
20260423-0003121,20260423-0003121,2026-04-23 20:33:08,배송완료,냐한 남자 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자7001,전라북도,신용카드
20260423-0003122,20260423-0003122,2026-04-23 15:28:17,배송중,외모지상주의 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자2918,대구광역시,네이버페이
20260423-0003123,20260423-0003123,2026-04-23 19:46:06,배송완료,마루는 강쥐 티셔츠,색상/타입:XL,1,32000,0,32000,구매자2441,대구광역시,계좌이체
20260423-0003124,20260423-0003124,2026-04-23 13:55:02,배송완료,가비지타임 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자1318,경기도,신용카드
20260423-0003125,20260423-0003125,2026-04-23 15:24:18,배송완료,가비지타임 키링,색상/타입:블루,1,12000,0,12000,구매자1505,전라북도,신용카드
20260423-0003126,20260423-0003126,2026-04-23 15:36:22,배송중,가비지타임 머그컵,색상/타입:블랙,1,18000,0,18000,구매자7924,인천광역시,신용카드
20260423-0003127,20260423-0003127,2026-04-23 13:37:39,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,2,19000,0,38000,구매자6583,경기도,휴대폰
20260423-0003128,20260423-0003128,2026-04-23 11:04:00,배송완료,마루는 강쥐 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자2933,대구광역시,네이버페이
20260423-0003129,20260423-0003129,2026-04-23 15:59:18,배송중,가비지타임 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자9409,대전광역시,신용카드
20260423-0003130,20260423-0003130,2026-04-23 11:11:52,배송완료,냐한 남자 티셔츠,색상/타입:M,1,32000,0,32000,구매자9681,부산광역시,계좌이체
20260423-0003131,20260423-0003131,2026-04-23 14:39:56,발송준비,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자1819,부산광역시,신용카드
20260423-0003132,20260423-0003132,2026-04-23 17:28:46,배송완료,마루는 강쥐 봉제 인형,색상/타입:L,3,45000,0,135000,구매자6473,대구광역시,신용카드
20260423-0003133,20260423-0003133,2026-04-23 19:21:51,배송완료,냐한 남자 머그컵,색상/타입:화이트,3,18000,0,54000,구매자7075,대전광역시,네이버페이
20260423-0003134,20260423-0003134,2026-04-23 11:50:08,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:B타입,2,15000,0,30000,구매자6972,전라북도,네이버페이
20260423-0003135,20260423-0003135,2026-04-23 12:16:13,결제완료,가비지타임 키링,색상/타입:핑크,1,12000,0,12000,구매자3565,경상남도,신용카드
20260423-0003136,20260423-0003136,2026-04-23 09:34:01,배송중,가비지타임 스티커팩,색상/타입:시즌2,2,6500,0,13000,구매자4467,서울특별시,신용카드
20260423-0003137,20260423-0003137,2026-04-23 14:50:08,배송중,외모지상주의 봉제 인형,색상/타입:M,3,39000,0,117000,구매자5410,전라북도,네이버페이
20260423-0003138,20260423-0003138,2026-04-23 16:19:25,발송준비,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자1488,경상남도,네이버페이
20260423-0003139,20260423-0003139,2026-04-23 19:11:23,배송완료,마루는 강쥐 파우치,색상/타입:베이지,2,22000,0,44000,구매자6598,충청남도,신용카드
20260423-0003140,20260423-0003140,2026-04-23 17:55:05,발송준비,마루는 강쥐 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자9032,서울특별시,신용카드
20260423-0003141,20260423-0003141,2026-04-23 13:49:31,배송완료,가비지타임 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자8646,부산광역시,신용카드
20260423-0003142,20260423-0003142,2026-04-23 15:38:41,배송완료,마루는 강쥐 티셔츠,색상/타입:XL,1,32000,0,32000,구매자2774,충청남도,네이버페이
20260423-0003143,20260423-0003143,2026-04-23 14:27:15,배송완료,마루는 강쥐 파우치,색상/타입:네이비,1,22000,0,22000,구매자6210,광주광역시,신용카드
20260423-0003144,20260423-0003144,2026-04-23 11:59:06,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:A타입,1,15000,0,15000,구매자9536,대구광역시,네이버페이
20260423-0003145,20260423-0003145,2026-04-23 17:46:32,취소,신의 탑 머그컵,색상/타입:블랙,1,18000,0,18000,구매자2475,부산광역시,신용카드
20260423-0003146,20260423-0003146,2026-04-23 12:24:43,발송준비,마루는 강쥐 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자4425,부산광역시,신용카드
20260423-0003147,20260423-0003147,2026-04-23 16:36:03,배송완료,마루는 강쥐 봉제 인형,색상/타입:M,1,45000,0,45000,구매자6898,대구광역시,신용카드
20260423-0003148,20260423-0003148,2026-04-23 18:19:46,결제완료,마루는 강쥐 포토카드 세트,색상/타입:1탄,4,9800,0,39200,구매자3345,전라북도,신용카드
20260423-0003149,20260423-0003149,2026-04-23 19:16:44,배송완료,냐한 남자 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자6592,인천광역시,신용카드
20260423-0003150,20260423-0003150,2026-04-23 10:19:29,배송완료,가비지타임 봉제 인형,색상/타입:S,1,39000,0,39000,구매자7332,부산광역시,신용카드
20260423-0003151,20260423-0003151,2026-04-23 13:05:57,배송완료,마루는 강쥐 티셔츠,색상/타입:M,1,32000,0,32000,구매자6959,전라북도,계좌이체
20260423-0003152,20260423-0003152,2026-04-23 01:03:03,배송완료,가비지타임 파우치,색상/타입:핑크,3,22000,0,66000,구매자9435,전라북도,네이버페이
20260423-0003153,20260423-0003153,2026-04-23 12:04:31,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자7040,전라북도,네이버페이
20260423-0003154,20260423-0003154,2026-04-23 10:24:26,배송완료,냐한 남자 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자3956,서울특별시,네이버페이
20260423-0003155,20260423-0003155,2026-04-23 11:19:05,배송완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자4344,경기도,신용카드
20260423-0003156,20260423-0003156,2026-04-23 11:37:17,배송중,마루는 강쥐 키링,색상/타입:퍼플,1,13500,0,13500,구매자2838,경상남도,신용카드
20260423-0003157,20260423-0003157,2026-04-23 17:36:22,발송준비,냐한 남자 봉제 인형,색상/타입:S,2,39000,0,78000,구매자7601,경기도,신용카드
20260423-0003158,20260423-0003158,2026-04-23 15:07:15,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자8607,부산광역시,신용카드
20260423-0003159,20260423-0003159,2026-04-23 22:30:28,발송준비,마루는 강쥐 2026 다이어리,색상/타입:위클리,2,19000,0,38000,구매자2036,경상남도,네이버페이
20260423-0003160,20260423-0003160,2026-04-23 01:32:07,배송완료,가비지타임 포토카드 세트,색상/타입:1탄,2,9800,0,19600,구매자6701,서울특별시,네이버페이
